year,oshpd_id,facility_name,county_name,er_service_level_desc,ed_admit,ed_visit,burden_score,facility_id,treatment_stations,visits_per_station,true_burden_score,has_treatment_data,burden_score_normalized,visits_per_station_normalized
2012,106190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,BASIC,3960.0,20232.0,0.2805375027558733,olympia-medical-center,,,0.2805375027558733,0,,
2012,106190547,MONTEREY PARK HOSPITAL,LOS ANGELES,BASIC,1963.0,11714.0,0.1624266660380733,monterey-park-hospital,,,0.1624266660380733,0,,
2012,106190555,CEDARS SINAI MEDICAL CENTER,LOS ANGELES,BASIC,24757.0,59768.0,0.8287448331708698,cedars-sinai-medical-center,,,0.8287448331708698,0,,
2012,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,10711.0,45957.0,0.6372411039023166,northridge-hospital-medical-center,,,0.6372411039023166,0,,
2012,106190570,NORWALK COMMUNITY HOSPITAL,LOS ANGELES,BASIC,1696.0,7483.0,0.1037594964967477,norwalk-community-hospital,,,0.1037594964967477,0,,
2012,106190587,COLLEGE MEDICAL CENTER,LOS ANGELES,BASIC,4549.0,9487.0,0.1315470190117126,college-medical-center,,,0.1315470190117126,0,,
2012,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,11262.0,71782.0,0.9953313079686684,pomona-valley-hospital-medical-center,,,0.9953313079686684,0,,
2012,106190631,PIH HEALTH HOSPITAL - WHITTIER,LOS ANGELES,BASIC,9850.0,53975.0,0.7484189260205745,pih-health-hospital---whittier,,,0.7484189260205745,0,,
2012,106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,LOS ANGELES,BASIC,9827.0,44012.0,0.6102716771100977,emanate-health-queen-of-the-valley-hospital,,,0.6102716771100977,0,,
2012,106190673,SAN DIMAS COMMUNITY HOSPITAL,LOS ANGELES,BASIC,3444.0,12190.0,0.1690268959368374,san-dimas-community-hospital,,,0.1690268959368374,0,,
2012,106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,BASIC,4265.0,32804.0,0.454861221846761,providence-little-company-of-mary-mc---san-pedro,,,0.454861221846761,0,,
2012,106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,LOS ANGELES,BASIC,8460.0,31563.0,0.4376534796106974,santa-monica---ucla-medical-center-and-orthopaedic-hospital,,,0.4376534796106974,0,,
2012,106190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,BASIC,2410.0,12727.0,0.1764729536167457,pacifica-hospital-of-the-valley,,,0.1764729536167457,0,,
2012,106190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,BASIC,3860.0,17034.0,0.2361939413772017,sherman-oaks-hospital,,,0.2361939413772017,0,,
2012,106190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,BASIC,10753.0,60899.0,0.8444273121950341,st-francis-medical-center,,,0.8444273121950341,0,,
2012,106190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,LOS ANGELES,BASIC,6136.0,21483.0,0.2978839052839278,providence-saint-johns-health-center,,,0.2978839052839278,0,,
2012,106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,BASIC,10090.0,51370.0,0.7122979199569599,providence-saint-joseph-medical-center,,,0.7122979199569599,0,,
2012,106190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,STANDBY,4708.0,9793.0,0.1357900239466324,st-vincent-medical-center,,,0.1357900239466324,0,,
2012,106190766,COAST PLAZA HOSPITAL,LOS ANGELES,BASIC,3131.0,9981.0,0.1383968374360602,coast-plaza-hospital,,,0.1383968374360602,0,,
2012,106190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,COMPREHENSIVE,10165.0,33841.0,0.4692402941262114,ronald-reagan-ucla-medical-center,,,0.4692402941262114,0,,
2012,106190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,BASIC,6804.0,52992.0,0.7347886193178745,valley-presbyterian-hospital,,,0.7347886193178745,0,,
2012,106190818,USC VERDUGO HILLS HOSPITAL,LOS ANGELES,BASIC,3440.0,14650.0,0.2031373277665848,usc-verdugo-hills-hospital,,,0.2031373277665848,0,,
2012,106190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,BASIC,6063.0,32873.0,0.4558179778614978,west-hills-hospital-and-medical-center,,,0.4558179778614978,0,,
2012,106190878,ADVENTIST HEALTH WHITE MEMORIAL,LOS ANGELES,BASIC,10023.0,41379.0,0.5737624222289087,adventist-health-white-memorial,,,0.5737624222289087,0,,
2012,106190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,BASIC,4429.0,21624.0,0.2998390154009986,whittier-hospital-medical-center,,,0.2998390154009986,0,,
2012,106190949,HENRY MAYO NEWHALL HOSPITAL,LOS ANGELES,BASIC,8967.0,40186.0,0.5572202493944012,henry-mayo-newhall-hospital,,,0.5572202493944012,0,,
2012,106191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,BASIC,15082.0,51725.0,0.7172203603226348,lacharbor-ucla-medical-center,,,0.7172203603226348,0,,
2012,106191228,LAC+USC MEDICAL CENTER,LOS ANGELES,COMPREHENSIVE,24362.0,120359.0,1.6689014083725855,lacusc-medical-center,,,1.6689014083725855,0,,
2012,106191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,BASIC,9679.0,52724.0,0.73107252349252,los-angeles-county-olive-view-ucla-medical-center,,,0.73107252349252,0,,
2012,106191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,LOS ANGELES,BASIC,4570.0,34623.0,0.4800835289598953,kaiser-foundation-hospital---woodland-hills,,,0.4800835289598953,0,,
2012,106196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,LOS ANGELES,BASIC,6876.0,67655.0,0.9381062054640475,kaiser-foundation-hospital---baldwin-park,,,0.9381062054640475,0,,
