year,oshpd_id,facility_name,county_name,er_service_level_desc,ed_admit,ed_visit,burden_score,facility_id,burden_lag_1,burden_lag_2,burden_lag_3,rolling_mean_3,rolling_mean_7,rolling_std_7,pct_change_recent,ed_visits_per_year,month,is_post_covid,year_index,high_burden_next
2024,106234038,ADVENTIST HEALTH HOWARD MEMORIAL,MENDOCINO,BASIC,912.0,14653.0,0.203178925854182,adventist-health-howard-memorial,0.1883838726987591,0.1949702365683241,0.1726459295577984,0.1955110117070884,0.1837981787564905,0.016076472850879923,0.07853672898572057,14653.0,1,1,12,0
2015,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,6355.0,37809.0,0.5242606979881779,adventist-health-lodi-memorial,0.4578424181245641,0.3982184925685016,0.3717482428274498,0.46010720289374785,0.43801746287717336,0.06783925121590072,0.14506799115660685,37809.0,1,0,3,0
2016,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,5817.0,41210.0,0.5714190632942635,adventist-health-lodi-memorial,0.5242606979881779,0.4578424181245641,0.3982184925685016,0.5178407264690018,0.46469778296059144,0.08373064195931357,0.08995212780025914,41210.0,1,0,4,0
2017,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,6922.0,44215.0,0.6130864810375118,adventist-health-lodi-memorial,0.5714190632942635,0.5242606979881779,0.4578424181245641,0.5695887474399844,0.48942923264007815,0.09632509507822413,0.07291919437029856,44215.0,1,0,5,0
2018,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,6994.0,46243.0,0.6412067882532547,adventist-health-lodi-memorial,0.6130864810375118,0.5714190632942635,0.5242606979881779,0.6085707775283433,0.5111117405848177,0.10499057738803648,0.04586678728938134,46243.0,1,0,6,0
2019,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,6365.0,46963.0,0.6511903292765954,adventist-health-lodi-memorial,0.6412067882532547,0.6130864810375118,0.5714190632942635,0.635161199522454,0.5510320386489813,0.09590146259019403,0.015569924096619966,46963.0,1,0,7,0
2020,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,5246.0,37586.0,0.521168573476782,adventist-health-lodi-memorial,0.6511903292765954,0.6412067882532547,0.6130864810375118,0.6045218970022107,0.5685963359215928,0.07137093021352825,-0.19966782360581734,37586.0,1,1,8,0
2021,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,4984.0,42735.0,0.592564757822867,adventist-health-lodi-memorial,0.521168573476782,0.6511903292765954,0.6412067882532547,0.5883078868587481,0.5878423844499218,0.052086531097506106,0.13699249720640658,42735.0,1,1,9,1
2022,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,5102.0,51227.0,0.7103150777814908,adventist-health-lodi-memorial,0.592564757822867,0.521168573476782,0.6511903292765954,0.60801613636038,0.6144215815632521,0.06095051825712525,0.19871299871299883,51227.0,1,1,10,1
2023,106390923,ADVENTIST HEALTH LODI MEMORIAL,SAN JOAQUIN,BASIC,6084.0,53139.0,0.73682692561014,adventist-health-lodi-memorial,0.7103150777814908,0.592564757822867,0.521168573476782,0.6799022537381659,0.638051276179806,0.07247425802188212,0.03732406738633919,53139.0,1,1,11,1
