year,oshpd_id,facility_name,county_name,er_service_level_desc,ed_admit,ed_visit,burden_score,facility_id,burden_lag_1,burden_lag_2,burden_lag_3,rolling_mean_3,rolling_mean_7,rolling_std_7,pct_change_recent,ed_visits_per_year,month,is_post_covid,year_index,high_burden_next
2018,106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,BASIC,3400.0,37491.0,0.519851300702869,community-memorial-hospital-san-buenaventura,0.5264931286892304,0.5075382667740822,0.5633906323879937,0.5179608987220604,0.5189975494764683,0.028604016124449315,-0.012615222544113769,37491.0,1,0,6,0
2019,106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,BASIC,4158.0,39523.0,0.5480270720354083,community-memorial-hospital-san-buenaventura,0.519851300702869,0.5264931286892304,0.5075382667740822,0.5314571671425026,0.5291851192151669,0.023228768464498253,0.054199674588568066,39523.0,1,0,7,0
2020,106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,BASIC,4125.0,29616.0,0.4106563207600803,community-memorial-hospital-san-buenaventura,0.5480270720354083,0.519851300702869,0.5264931286892304,0.4928448978327859,0.516769080498044,0.05034517395016143,-0.25066417022999266,29616.0,1,1,8,0
2021,106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,BASIC,4694.0,34731.0,0.4815810601133964,community-memorial-hospital-san-buenaventura,0.4106563207600803,0.5480270720354083,0.519851300702869,0.48008815096962837,0.5082196830661515,0.05054101541464002,0.1727106969205834,34731.0,1,1,9,1
2022,106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,BASIC,5271.0,45215.0,0.626952510236596,community-memorial-hospital-san-buenaventura,0.4815810601133964,0.4106563207600803,0.5480270720354083,0.5063966303700242,0.5172999513302375,0.06557801604632998,0.3018628890616451,45215.0,1,1,10,1
2023,106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,BASIC,5013.0,49206.0,0.6822918327701415,community-memorial-hospital-san-buenaventura,0.626952510236596,0.4815810601133964,0.4106563207600803,0.5969418010400447,0.5422647464725318,0.08996962507022829,0.08826716797522956,49206.0,1,1,11,1
2024,106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,BASIC,4611.0,51569.0,0.7150572597675776,community-memorial-hospital-san-buenaventura,0.6822918327701415,0.626952510236596,0.4815810601133964,0.6747672009247717,0.5692024794837243,0.11037528340205575,0.04802259887005642,51569.0,1,1,12,0
2015,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,24997.0,81749.0,1.1335340209959417,community-regional-medical-center-fresno,1.151240940283172,1.1649960412486635,1.0022088584514142,1.149923667509259,1.112994965244798,0.07497172974257102,-0.015380724110519339,81749.0,1,0,3,0
2016,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,24278.0,79278.0,1.0992710628450042,community-regional-medical-center-fresno,1.1335340209959417,1.151240940283172,1.1649960412486635,1.1280153413747058,1.1102501847648392,0.06521686357730372,-0.03022666943938171,79278.0,1,0,4,0
2017,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,23246.0,82260.0,1.1406195619166737,community-regional-medical-center-fresno,1.0992710628450042,1.1335340209959417,1.151240940283172,1.1244748819192065,1.1153117476234782,0.059634788063011035,0.03761447059713931,82260.0,1,0,5,0
2018,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,22509.0,84507.0,1.171776529527016,community-regional-medical-center-fresno,1.1406195619166737,1.0992710628450042,1.1335340209959417,1.1372223847628977,1.1233781450382694,0.058472705828220777,0.02731582786287369,84507.0,1,0,6,1
2019,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,22819.0,87545.0,1.213901526233834,community-regional-medical-center-fresno,1.171776529527016,1.1406195619166737,1.0992710628450042,1.1754325392258413,1.1536199547214723,0.03564842474768106,0.035949684641508946,87545.0,1,0,7,0
2020,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,22752.0,76131.0,1.055634668955486,community-regional-medical-center-fresno,1.213901526233834,1.171776529527016,1.1406195619166737,1.147104241572112,1.1379969015367324,0.050642543821412124,-0.130378662402193,76131.0,1,1,8,0
2021,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,25380.0,74382.0,1.0313829838862876,community-regional-medical-center-fresno,1.055634668955486,1.213901526233834,1.171776529527016,1.1003063930252026,1.1208743363371776,0.06393597144746907,-0.02297355873428703,74382.0,1,1,9,1
2022,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,26774.0,84815.0,1.176047266520334,community-regional-medical-center-fresno,1.0313829838862876,1.055634668955486,1.213901526233834,1.087688306454036,1.1269476571263763,0.0672711412879079,0.140262429082305,84815.0,1,1,10,0
2023,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,25786.0,83169.0,1.153223782458641,community-regional-medical-center-fresno,1.176047266520334,1.0313829838862876,1.055634668955486,1.1202180109550877,1.1346551884997533,0.06665962960371405,-0.019406944526322203,83169.0,1,1,11,1
2024,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,COMPREHENSIVE,26749.0,87692.0,1.2159398325260993,community-regional-medical-center-fresno,1.153223782458641,1.176047266520334,1.0313829838862876,1.1817369605016914,1.1454152271582425,0.07350987223284387,0.05438324375668814,87692.0,1,1,12,0
2015,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,5577.0,49941.0,0.6924833642314684,contra-costa-regional-medical-center,0.7006227233713309,0.7246109538857467,0.7306010784997511,0.705905680496182,0.7120795299970742,0.018397033043286975,-0.011617321089297089,49941.0,1,0,3,0
2016,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,5297.0,47786.0,0.6626020713074418,contra-costa-regional-medical-center,0.6924833642314684,0.7006227233713309,0.7246109538857467,0.6852360529700804,0.7021840382591478,0.027266131047027974,-0.04315091808333833,47786.0,1,0,4,0
2017,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,4666.0,44080.0,0.6112145670956354,contra-costa-regional-medical-center,0.6626020713074418,0.6924833642314684,0.7006227233713309,0.6554333342115152,0.6870224597318958,0.04442965566428742,-0.0775540953417319,44080.0,1,0,5,0
2018,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,4346.0,40356.0,0.5595774743582456,contra-costa-regional-medical-center,0.6112145670956354,0.6626020713074418,0.6924833642314684,0.6111313709204409,0.6688160332499457,0.06297073136575314,-0.08448275862068953,40356.0,1,0,6,0
2019,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,4095.0,39919.0,0.5535180195982456,contra-costa-regional-medical-center,0.5595774743582456,0.6112145670956354,0.6626020713074418,0.5747700203507088,0.6435184534068734,0.0692680125388791,-0.010828625235405042,39919.0,1,0,7,0
2020,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,3635.0,33054.0,0.4583277291465321,contra-costa-regional-medical-center,0.5535180195982456,0.5595774743582456,0.6112145670956354,0.5238077410343411,0.6054779927298428,0.08791892055091308,-0.17197324582279103,33054.0,1,1,8,0
2021,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,4066.0,35573.0,0.4932562566990254,contra-costa-regional-medical-center,0.4583277291465321,0.5535180195982456,0.5595774743582456,0.5017006684812677,0.5758542117766563,0.08541724945643697,0.07620862830519753,35573.0,1,1,9,0
2022,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,5676.0,37890.0,0.5253838463533037,contra-costa-regional-medical-center,0.4932562566990254,0.4583277291465321,0.5535180195982456,0.4923226107329537,0.5519828520797756,0.06920096930367983,0.0651336687937481,37890.0,1,1,10,0
2023,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,4167.0,35943.0,0.4983866875026865,contra-costa-regional-medical-center,0.5253838463533037,0.4932562566990254,0.4583277291465321,0.5056755968516718,0.5285235115362392,0.05085305218484216,-0.05138558986540003,35943.0,1,1,11,0
2024,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,BASIC,4114.0,38717.0,0.5368510525009463,contra-costa-regional-medical-center,0.4983866875026865,0.5253838463533037,0.4932562566990254,0.5202071954523122,0.5179001523084265,0.03641827480605335,0.07717775366552602,38717.0,1,1,12,0
2015,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,5839.0,40384.0,0.5599657231758199,corona-regional-medical-center-main,0.579405896112936,0.532843770062411,0.5246766788641504,0.5574051297837223,0.5492230170538294,0.025147659756248286,-0.03355190733738558,40384.0,1,0,3,0
2016,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,5393.0,40824.0,0.5660667760234169,corona-regional-medical-center-main,0.5599657231758199,0.579405896112936,0.532843770062411,0.5684794651040577,0.5525917688477469,0.02304443613233213,0.010895404120443564,40824.0,1,0,4,0
2017,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,5770.0,44405.0,0.6157210265853378,corona-regional-medical-center-main,0.5660667760234169,0.5599657231758199,0.579405896112936,0.5805845085948582,0.563113311804012,0.03300081857180068,0.08771800901430535,44405.0,1,0,5,0
2018,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,5991.0,46487.0,0.6445900993778313,corona-regional-medical-center-main,0.6157210265853378,0.5660667760234169,0.5599657231758199,0.6087926339955286,0.5747528528859862,0.04308012811262489,0.04688661186803292,46487.0,1,0,6,1
2019,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,6191.0,50097.0,0.6946464647865256,corona-regional-medical-center-main,0.6445900993778313,0.6157210265853378,0.5660667760234169,0.6516525302498982,0.599034250874897,0.05608793034308101,0.07765611891496549,50097.0,1,0,7,0
2020,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,5672.0,36246.0,0.5025880943500091,corona-regional-medical-center-main,0.6946464647865256,0.6445900993778313,0.6157210265853378,0.613941552838122,0.5947120114874108,0.06280266006308677,-0.27648362177375896,36246.0,1,1,8,0
2021,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,6285.0,39709.0,0.550606153466438,corona-regional-medical-center-main,0.5025880943500091,0.6946464647865256,0.6445900993778313,0.5826135708676575,0.5905977625379112,0.064881436609375,0.09554157700160036,39709.0,1,1,9,0
2022,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,6749.0,47050.0,0.6523966738169158,corona-regional-medical-center-main,0.550606153466438,0.5025880943500091,0.6946464647865256,0.568530307211121,0.6038021840580677,0.06697996126329354,0.1848699287315218,47050.0,1,1,10,1
2023,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,7429.0,47337.0,0.656376224197053,corona-regional-medical-center-main,0.6523966738169158,0.550606153466438,0.5025880943500091,0.6197930171601356,0.6167035337971587,0.06719727941709579,0.0060998937300744,47337.0,1,1,11,1
2024,106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,BASIC,7672.0,48817.0,0.6768979474116977,corona-regional-medical-center-main,0.656376224197053,0.6523966738169158,0.550606153466438,0.6618902818085556,0.6254430939152101,0.07092318485391214,0.031265183682954126,48817.0,1,1,12,0
2015,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,4582.0,40806.0,0.5658171874978335,dameron-hospital,0.5760225849883595,0.5606174265481768,0.5243577601925714,0.5674857330114566,0.5567037398067353,0.02249334752825069,-0.017717009291800936,40806.0,1,0,3,0
2016,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,2986.0,39524.0,0.5480409380646074,dameron-hospital,0.5658171874978335,0.5760225849883595,0.5606174265481768,0.5632935701836002,0.5549711794583098,0.019861315139604405,-0.03141694848796751,39524.0,1,0,4,0
2017,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,2971.0,36751.0,0.5095904390955467,dameron-hospital,0.5480409380646074,0.5658171874978335,0.5760225849883595,0.5411495215526625,0.5474077227311825,0.02566734768608738,-0.0701599028438417,36751.0,1,0,5,0
2018,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,2600.0,32777.0,0.4544868390583857,dameron-hospital,0.5095904390955467,0.5480409380646074,0.5658171874978335,0.5040394054061799,0.5341333107779259,0.04221943513713513,-0.10813311202416262,32777.0,1,0,6,0
2019,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,2699.0,32875.0,0.455845709919896,dameron-hospital,0.4544868390583857,0.5095904390955467,0.5480409380646074,0.47330766269127617,0.5243458750246865,0.051732829660808576,0.0029899014552887777,32875.0,1,0,7,0
2020,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,2894.0,29045.0,0.4027388180874031,dameron-hospital,0.455845709919896,0.4544868390583857,0.5095904390955467,0.43769045568856163,0.5017917881017188,0.06578950901272229,-0.11650190114068457,29045.0,1,1,8,0
2021,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,2757.0,28108.0,0.3897463487278612,dameron-hospital,0.4027388180874031,0.455845709919896,0.4544868390583857,0.4161102922450534,0.47518089720736195,0.06838195382741209,-0.032260285763470294,28108.0,1,1,9,0
2022,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,2587.0,31636.0,0.4386656997422305,dameron-hospital,0.3897463487278612,0.4027388180874031,0.455845709919896,0.4103836221858315,0.45701639895656154,0.05607335850904225,0.12551586736872056,31636.0,1,1,10,0
2023,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,2531.0,24808.0,0.343988452370883,dameron-hospital,0.4386656997422305,0.3897463487278612,0.4027388180874031,0.3908001669469916,0.427866043857458,0.053862443284750025,-0.21583006701226454,24808.0,1,1,11,0
2024,106390846,DAMERON HOSPITAL,SAN JOAQUIN,BASIC,2484.0,26016.0,0.3607386156433768,dameron-hospital,0.343988452370883,0.4386656997422305,0.3897463487278612,0.3811309225854968,0.40660149765000525,0.04484961007515466,0.048693969687197594,26016.0,1,1,12,0
2015,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,BASIC,1520.0,29561.0,0.4098936891541306,delano-regional-medical-center,0.3539303953066264,0.3355856386762379,0.305177436642646,0.3664699077123316,0.3511467899449102,0.04402377197735694,0.15811949069539674,29561.0,1,0,3,1
2016,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,BASIC,1339.0,29420.0,0.4079385790370597,delano-regional-medical-center,0.4098936891541306,0.3539303953066264,0.3355856386762379,0.39058755449927224,0.36250514776334014,0.04581081570975544,-0.0047697980447211005,29420.0,1,0,4,0
2017,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,BASIC,1580.0,28363.0,0.3932821861736276,delano-regional-medical-center,0.4079385790370597,0.4098936891541306,0.3539303953066264,0.4037048181216059,0.36763465416505475,0.0428576210766058,-0.035927940176750585,28363.0,1,0,5,0
2018,106150706,DELANO REGIONAL MEDICAL CENTER,KERN,BASIC,1599.0,27331.0,0.3789724440401726,delano-regional-medical-center,0.3932821861736276,0.4079385790370597,0.4098936891541306,0.39339773641695336,0.36925433843292865,0.03935746490203344,-0.03638543172442971,27331.0,1,0,6,0
2015,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,11517.0,60755.0,0.842430603990366,desert-regional-medical-center,0.7982534349620833,0.7375479591284924,0.7082629054600263,0.7927439993603138,0.771623725885242,0.0602730089883465,0.05534228491028167,60755.0,1,0,3,0
2016,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,12210.0,62942.0,0.8727556098487632,desert-regional-medical-center,0.842430603990366,0.7982534349620833,0.7375479591284924,0.8378132162670707,0.7918501026779462,0.06906633260992069,0.03599703728088213,62942.0,1,0,4,1
2017,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,12067.0,63294.0,0.8776364521268409,desert-regional-medical-center,0.8727556098487632,0.842430603990366,0.7982534349620833,0.8642742219886568,0.8061478275860954,0.07101180370503202,0.005592450192240538,63294.0,1,0,5,1
2018,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,12487.0,63289.0,0.8775671219808455,desert-regional-medical-center,0.8776364521268409,0.8727556098487632,0.842430603990366,0.8759863946521499,0.8163505839282025,0.0702203950432958,-7.899642936138728e-05,63289.0,1,0,6,1
2019,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,13158.0,63314.0,0.8779137727108226,desert-regional-medical-center,0.8775671219808455,0.8776364521268409,0.8727556098487632,0.8777057822728365,0.8405864221068876,0.054130817302623285,0.0003950133514512511,63314.0,1,0,7,0
2020,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,11170.0,46919.0,0.6505802239918357,desert-regional-medical-center,0.8779137727108226,0.8775671219808455,0.8776364521268409,0.8020203728945012,0.8281624599445081,0.0836518767567914,-0.2589474681744954,46919.0,1,1,8,0
2021,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,11977.0,51704.0,0.7169291737094541,desert-regional-medical-center,0.6505802239918357,0.8779137727108226,0.8775671219808455,0.7484743901373708,0.8165447083369897,0.09355863405190769,0.10198427076450918,51704.0,1,1,9,0
2022,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,12913.0,54944.0,0.7618551083144871,desert-regional-medical-center,0.7169291737094541,0.6505802239918357,0.8779137727108226,0.7097881686719255,0.8050339232404357,0.09479160790564317,0.0626643973386971,54944.0,1,1,10,0
2023,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,14182.0,53891.0,0.7472541795678513,desert-regional-medical-center,0.7618551083144871,0.7169291737094541,0.6505802239918357,0.7420128205305975,0.7871051474860196,0.0916650410620567,-0.01916496796738499,53891.0,1,1,11,0
2024,106331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,COMPREHENSIVE,14579.0,53987.0,0.7485853183709634,desert-regional-medical-center,0.7472541795678513,0.7618551083144871,0.7169291737094541,0.7525648687511005,0.76866927123518,0.0829895253436453,0.0017813735132025685,53987.0,1,1,12,0
2015,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,8364.0,33475.0,0.4641653274393465,desert-valley-hospital,0.4568301979930309,0.4282107137261209,0.4070234211099202,0.44973541305283277,0.4390574150671046,0.026395118080519517,0.016056577429733633,33475.0,1,0,3,0
2016,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,9258.0,32824.0,0.4551385424307426,desert-valley-hospital,0.4641653274393465,0.4568301979930309,0.4282107137261209,0.45871135595437335,0.44227364053983226,0.023963456038738142,-0.01944734876773725,32824.0,1,0,4,0
2017,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,10188.0,32325.0,0.4482193938603996,desert-valley-hospital,0.4551385424307426,0.4641653274393465,0.4568301979930309,0.4558410879101629,0.4432645994265934,0.02157057665775152,-0.01520229100658038,32325.0,1,0,5,0
2018,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,9651.0,30521.0,0.4232050771852516,desert-valley-hospital,0.4482193938603996,0.4551385424307426,0.4641653274393465,0.442187671158798,0.44039895339211604,0.02110035477160732,-0.05580819798917241,30521.0,1,0,6,0
2019,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,9551.0,36185.0,0.501742266568865,desert-valley-hospital,0.4232050771852516,0.4482193938603996,0.4551385424307426,0.4577222458715054,0.4539302170291082,0.025944684992018633,0.18557714360604177,36185.0,1,0,7,0
2020,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,9132.0,30146.0,0.4180053162355949,desert-valley-hospital,0.501742266568865,0.4232050771852516,0.4482193938603996,0.44765088666323716,0.4524723031018901,0.027847762123575943,-0.16689235871217373,30146.0,1,1,8,0
2021,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,8293.0,32220.0,0.4467634607944957,desert-valley-hospital,0.4180053162355949,0.501742266568865,0.4232050771852516,0.45550368119965184,0.45103419778781373,0.027845136427796107,0.06879851389902472,32220.0,1,1,9,1
2022,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,8509.0,36593.0,0.5073996064820914,desert-valley-hospital,0.4467634607944957,0.4180053162355949,0.501742266568865,0.45738946117072726,0.4572105233653487,0.035094428532092915,0.1357231533209189,36593.0,1,1,10,1
2023,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,9366.0,37600.0,0.5213626978855692,desert-valley-hospital,0.5073996064820914,0.4467634607944957,0.4180053162355949,0.4918419217207188,0.46667111700175246,0.04257229547286274,0.027518924384445045,37600.0,1,1,11,1
2024,106364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,BASIC,11468.0,40923.0,0.5674395129141263,desert-valley-hospital,0.5213626978855692,0.5073996064820914,0.4467634607944957,0.5320672724272623,0.4837025625808563,0.05576395880441405,0.0883776595744681,40923.0,1,1,12,0
2015,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2547.0,31523.0,0.437098838442734,doctors-hospital-of-manteca,0.4136236510086843,0.3571334480516149,0.3516702325471757,0.4026186458343444,0.38988154251255225,0.042133528418165284,0.05675494468655714,31523.0,1,0,3,0
2016,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2479.0,29490.0,0.4089092010809956,doctors-hospital-of-manteca,0.437098838442734,0.4136236510086843,0.3571334480516149,0.4198772301774713,0.39368707422624094,0.03746779978651946,-0.06449259271008481,29490.0,1,0,4,1
2017,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2566.0,32223.0,0.446805058882093,doctors-hospital-of-manteca,0.4089092010809956,0.437098838442734,0.4136236510086843,0.43093769946860755,0.40254007166888295,0.03991644020940146,0.09267548321464912,32223.0,1,0,5,0
2018,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2665.0,29642.0,0.4110168375192564,doctors-hospital-of-manteca,0.446805058882093,0.4089092010809956,0.437098838442734,0.42224369916078164,0.40375103821893626,0.036579141311085625,-0.08009806659839258,29642.0,1,0,6,1
2019,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2773.0,29984.0,0.4157590195053433,doctors-hospital-of-manteca,0.4110168375192564,0.446805058882093,0.4089092010809956,0.42452697196889755,0.4129065792129602,0.02849916739497391,0.011537683017340419,29984.0,1,0,7,0
2020,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2496.0,22126.0,0.3067997620589389,doctors-hospital-of-manteca,0.4157590195053433,0.4110168375192564,0.446805058882093,0.37785853969451283,0.4057160526425779,0.04593347369428446,-0.26207310565635017,22126.0,1,1,8,0
2021,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2723.0,23341.0,0.3236469875358264,doctors-hospital-of-manteca,0.3067997620589389,0.4157590195053433,0.4110168375192564,0.34873525636670283,0.3928622435750268,0.05503871745795907,0.05491277230407694,23341.0,1,1,9,0
2022,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2475.0,26643.0,0.3694326159512027,doctors-hospital-of-manteca,0.3236469875358264,0.3067997620589389,0.4157590195053433,0.33329312184865595,0.38319564036195086,0.051822664150366925,0.14146780343601384,26643.0,1,1,10,0
2023,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2594.0,27977.0,0.3879298989027811,doctors-hospital-of-manteca,0.3694326159512027,0.3236469875358264,0.3067997620589389,0.36033650079660334,0.3801985971936346,0.05068181995328061,0.05006943662500467,27977.0,1,1,11,0
2024,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,BASIC,2403.0,28247.0,0.3916737267865339,doctors-hospital-of-manteca,0.3879298989027811,0.3694326159512027,0.3236469875358264,0.3830120805468393,0.3723226926085546,0.04217607930242232,0.009650784573042175,28247.0,1,1,12,0
2022,106331293,DOCTORS HOSPITAL OF RIVERSIDE,RIVERSIDE,BASIC,4101.0,49275.0,0.6832485887848783,doctors-hospital-of-riverside,0.5516461056563693,0.5265624588352258,0.5680773502572842,0.5871523844254911,0.5823836258834394,0.0693762882252389,0.23856324150412225,49275.0,1,1,10,0
2023,106331293,DOCTORS HOSPITAL OF RIVERSIDE,RIVERSIDE,BASIC,4060.0,47923.0,0.6645017173077163,doctors-hospital-of-riverside,0.6832485887848783,0.5516461056563693,0.5265624588352258,0.6331321372496547,0.5988072441682948,0.07041646266155911,-0.027437848807711766,47923.0,1,1,11,1
2024,106331293,DOCTORS HOSPITAL OF RIVERSIDE,RIVERSIDE,BASIC,4325.0,51340.0,0.7118819390809873,doctors-hospital-of-riverside,0.6645017173077163,0.6832485887848783,0.5516461056563693,0.6865440817245273,0.6176530266537436,0.07808817884895562,0.0713018800993259,51340.0,1,1,12,0
2015,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,BASIC,13832.0,88455.0,1.2265196128050009,doctors-medical-center,1.221638770526923,1.128348126075484,1.0289009646596514,1.192168836469136,1.1513518685167647,0.09329850730727346,0.003995323655267357,88455.0,1,0,3,1
2016,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,BASIC,14150.0,90909.0,1.2605468484595534,doctors-medical-center,1.2265196128050009,1.221638770526923,1.128348126075484,1.2362350772638255,1.1731908645053226,0.0944095722279538,0.027742920128878863,90909.0,1,0,4,1
2017,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,BASIC,14500.0,91827.0,1.2732758632643129,doctors-medical-center,1.2605468484595534,1.2265196128050009,1.221638770526923,1.2534474415096224,1.1898716976318209,0.09380850188216792,0.010098010098010124,91827.0,1,0,5,1
2018,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,BASIC,14574.0,91485.0,1.2685336812782262,doctors-medical-center,1.2732758632643129,1.2605468484595534,1.2265196128050009,1.2674521310006974,1.2011091238670217,0.0906494388283143,-0.003724394785847176,91485.0,1,0,6,0
2019,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,BASIC,14272.0,88014.0,1.2204046939282045,doctors-medical-center,1.2685336812782262,1.2732758632643129,1.2605468484595534,1.254071412823581,1.2284667994768148,0.04963449167385189,-0.037940646007542315,88014.0,1,0,7,0
2020,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,BASIC,12917.0,70136.0,0.9725078239069757,doctors-medical-center,1.2204046939282045,1.2685336812782262,1.2732758632643129,1.1538153997044687,1.206203899167028,0.10551720861390705,-0.20312677528574996,70136.0,1,1,8,0
2021,106500852,DOCTORS MEDICAL CENTER,STANISLAUS,BASIC,13565.0,73378.0,1.017461490570407,doctors-medical-center,0.9725078239069757,1.2204046939282045,1.2685336812782262,1.0701246694685291,1.1770357163160974,0.12664469273996753,0.04622447815672407,73378.0,1,1,9,0
