year,oshpd_id,facility_name,county_name,er_service_level_desc,type,count
2012,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,2595
2012,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,13727
2013,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,2579
2013,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,13538
2014,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,2214
2014,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,14027
2015,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,1907
2015,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,15611
2016,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,1848
2016,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,15111
2017,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,1949
2017,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,14963
2018,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,1984
2018,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,15015
2019,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,2107
2019,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,13804
2020,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,1758
2020,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,10357
2021,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,1904
2021,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,11185
2022,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,2116
2022,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,13579
2023,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Visit,15019
2023,106010735,ALAMEDA HOSPITAL,ALAMEDA,BASIC,ED_Admit,2387
2012,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,7842
2012,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,32673
2013,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,7901
2013,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,33495
2014,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,7523
2014,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,36755
2015,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,8528
2015,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,37936
2016,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,8787
2016,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,38295
2017,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,8696
2017,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,37906
2018,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,8882
2018,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,36395
2019,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,8738
2019,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,34894
2020,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,7871
2020,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,26682
2021,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,8095
2021,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,28307
2022,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,7612
2022,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,29336
2023,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,30794
2023,106010937,ALTA BATES SUMMIT MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,8382
2012,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,6047
2012,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,35342
2013,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,5933
2013,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,36972
2014,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,5349
2014,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,39844
2015,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,5890
2015,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,40430
2016,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,5930
2016,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,39406
2017,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,5687
2017,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,37974
2018,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,5345
2018,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,35522
2019,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,5180
2019,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,34152
2020,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,4409
2020,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,25433
2021,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,4498
2021,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,27058
2022,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,4758
2022,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,29760
2023,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Visit,31444
2023,106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,ALAMEDA,BASIC,ED_Admit,4881
2014,106010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,ALAMEDA,,ED_Admit,1
2014,106010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,ALAMEDA,,ED_Visit,
2023,106010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,ALAMEDA,,ED_Visit,
2023,106010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,ALAMEDA,,ED_Admit,5
2012,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Admit,6911
2012,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Visit,39218
2013,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Admit,7017
2013,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Visit,38211
2014,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Admit,7152
2014,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Visit,37139
2015,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Admit,6929
2015,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Visit,39610
2016,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Admit,5980
2016,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Visit,39031
2017,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Admit,5910
2017,106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,ALAMEDA,BASIC,ED_Visit,38201
2012,106010805,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6324
2012,106010805,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,31731
2013,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6300
2013,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,32769
2014,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6178
2014,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,36537
2015,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,5750
2015,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,38120
2016,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6261
2016,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,39156
2017,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6680
2017,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,37650
2018,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6937
2018,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,37443
2019,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,7079
2019,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,37055
2020,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6677
2020,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,27526
2021,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6758
2021,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,27691
2022,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6574
2022,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,31062
2023,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Visit,36482
2023,106014233,EDEN MEDICAL CENTER,ALAMEDA,BASIC,ED_Admit,6707
2019,106014034,FREMONT HOSPITAL,ALAMEDA,,ED_Admit,3
2019,106014034,FREMONT HOSPITAL,ALAMEDA,,ED_Visit,
2012,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,8992
2012,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,74202
2013,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,8338
2013,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,72496
2014,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,8457
2014,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,66257
2015,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,7937
2015,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,65757
2016,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,7662
2016,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,61887
2017,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,7306
2017,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,58329
2018,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,7997
2018,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,54791
2019,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,8467
2019,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,61587
2020,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,9641
2020,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,60763
2021,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,10567
2021,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,64069
2022,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,10805
2022,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,66095
2023,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Visit,69248
2023,106010846,HIGHLAND HOSPITAL,ALAMEDA,BASIC,ED_Admit,11130
2014,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,1274
2014,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,15582
2015,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,2721
2015,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,34515
2016,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,2787
2016,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,34285
2017,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,2729
2017,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,35994
2018,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,3097
2018,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,36878
2019,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,3084
2019,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,38249
2020,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,3347
2020,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,27215
2021,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,3827
2021,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,32627
2022,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,4064
2022,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,38960
2023,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Visit,41817
2023,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,BASIC,ED_Admit,4018
2012,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,BASIC,ED_Admit,8173
2012,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,BASIC,ED_Visit,68854
2013,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,BASIC,ED_Admit,7085
2013,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,BASIC,ED_Visit,72053
2014,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,BASIC,ED_Admit,3160
2014,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,BASIC,ED_Visit,34711
2012,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,BASIC,ED_Admit,8360
2012,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,BASIC,ED_Visit,92021
2013,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,BASIC,ED_Admit,8587
2013,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,BASIC,ED_Visit,85460
2014,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,BASIC,ED_Admit,4480
2014,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,BASIC,ED_Visit,44904
2014,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,4630
2014,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,45673
2015,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,9862
2015,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,105134
2016,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,10597
2016,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,113325
2017,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,10991
2017,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,116124
2018,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,10693
2018,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,117567
2019,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,11669
2019,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,121399
2020,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,11196
2020,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,90517
2021,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,12236
2021,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,101906
2022,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,12023
2022,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,120088
2023,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Visit,128660
2023,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,ALAMEDA,BASIC,ED_Admit,12058
2014,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,2377
2014,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,27125
2015,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,4350
2015,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,55395
2016,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,4776
2016,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,60271
2017,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,4872
2017,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,64008
2018,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,5242
2018,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,67678
2019,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,5539
2019,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,70730
2020,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,5376
2020,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,52165
2021,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,5283
2021,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,59463
2022,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,6179
2022,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,69343
2023,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Visit,72125
2023,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,ALAMEDA,BASIC,ED_Admit,6198
2012,106013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,ALAMEDA,,ED_Admit,4
2012,106013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,ALAMEDA,,ED_Visit,
2012,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Admit,3104
2012,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Visit,23018
2013,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Admit,2634
2013,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Visit,23191
2014,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Admit,2396
2014,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Visit,27328
2015,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Admit,2738
2015,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Visit,31045
2016,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Admit,2820
2016,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Visit,31343
2017,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Admit,2787
2017,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Visit,30639
2018,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Admit,2283
2018,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Visit,27594
2019,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Admit,1496
2019,106013619,SAN LEANDRO HOSPITAL,ALAMEDA,BASIC,ED_Visit,15686
2012,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,4710
2012,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,30479
2013,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,4579
2013,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,30189
2014,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,4258
2014,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,32037
2015,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,4463
2015,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,33076
2016,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,4056
2016,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,31833
2017,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,3738
2017,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,30315
2018,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,3813
2018,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,29675
2019,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,3580
2019,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,29471
2020,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,3112
2020,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,18424
2021,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,3145
2021,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,17942
2022,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,3260
2022,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,20081
2023,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Visit,21007
2023,106010967,ST. ROSE HOSPITAL,ALAMEDA,BASIC,ED_Admit,2818
2012,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Admit,4038
2012,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Visit,24164
2013,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Admit,3884
2013,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Visit,24380
2014,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Admit,3701
2014,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Visit,25123
2015,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Admit,3750
2015,106014050,STANFORD HEALTH CARE - VALLEYCARE,ALAMEDA,BASIC,ED_Visit,26334
