year,forecast,lower_95,upper_95
2025,0.587155891713324,0.350667066905247,0.8236447165214011
2026,0.5872455143986298,0.23820189594562707,0.9362891328516325
2027,0.5872494062870474,0.15344328522122513,1.0210555273528696
